name,league,club,country,position,price,rating,base_stats,total_stats,popularity,weight,height,pace,shooting,dribling,defending,physicality,weak_foot,skills,card_type
Kenneth Vermeer,Major League Soccer (MLS),LAFC,Netherlands,GK,400 ,76,427,1057,10,78,181,78,68,66,81,58,4,1,Non-Rare
Jay Rodriguez,Premier League,Burnley,England,ST,500 ,76,400,1920,36,84,185,71,77,68,73,42,4,3,Non-Rare
Caner Erkin,Süper Lig (TUR 1),Fenerbahçe,Turkey,LB,500 ,76,448,2187,20,72,181,79,73,77,76,69,2,3,Non-Rare
Fraser Forster,Premier League,Southampton,England,GK,500 ,76,398,901,18,93,201,76,72,65,80,30,5,1,Non-Rare
Zlatko Junuzovic,Ö Bundesliga (AUT 1),RB Salzburg,Austria,CM,450 ,76,436,2152,15,72,172,71,73,77,81,63,4,3,Non-Rare
James Tomkins,Premier League,Crystal Palace,England,CB,550 ,76,332,1604,20,74,192,37,32,57,54,78,3,2,Non-Rare
Joselu,LaLiga Santander,D. Alavés,Spain,ST,450 ,76,371,1809,998,80,192,56,77,67,70,30,3,3,Non-Rare
Vadis Odjidja-Ofoe,1A Pro League (BEL 1),KAA Gent,Belgium,CM,750 ,76,435,2085,14,79,183,63,73,77,75,69,4,3,Non-Rare
André Ayew,EFL Championship (ENG 2),Swansea City,Ghana,RM,450 ,76,428,2077,12,72,176,73,73,72,77,57,3,4,Non-Rare
Alexandre Oukidja,Ligue 1 Conforama,FC Metz,Algeria,GK,450 ,76,416,889,24,80,184,76,71,65,81,47,3,1,Non-Rare
Morgan Schneiderlin,Ligue 1 Conforama,OGC Nice,France,CDM,450 ,76,406,1964,14,75,185,54,60,71,71,75,4,3,Non-Rare
Ryan Donk,Süper Lig (TUR 1),Galatasaray,Netherlands,CB,500 ,76,424,1946,26,80,192,60,64,69,70,75,3,3,Non-Rare
Miguel Layún,LIGA BBVA MX (MEX 1),Rayados,Mexico,RB,450 ,76,440,2106,37,71,178,77,71,70,75,73,5,3,Non-Rare
Jeremain Lens,Süper Lig (TUR 1),Beşiktaş,Netherlands,RM,1.1K ,76,413,1954,-6,75,178,85,72,69,78,36,4,4,Non-Rare
Miralem Sulejmani,Raiffeisen Super L. (SUI 1),BSC Young Boys,Serbia,LM,500 ,76,391,1878,7,73,179,81,74,75,79,31,3,4,Non-Rare
Marcelo,Ligue 1 Conforama,OL,Brazil,CB,900 ,76,362,1728,-8,85,191,44,46,58,54,75,2,2,Non-Rare
Makoto Hasebe,Bundesliga,Frankfurt,Japan,CB,500 ,76,403,1989,27,72,180,58,51,76,72,78,3,3,Non-Rare
Martín Cáceres,Serie A TIM,Fiorentina,Uruguay,CB,850 ,76,404,1964,28,78,180,72,51,63,69,78,3,3,Non-Rare
Pablo Aguilar,LIGA BBVA MX (MEX 1),Cruz Azul,Paraguay,CB,500 ,76,373,1787,11,78,178,57,52,54,57,77,3,2,Non-Rare
Troy Deeney,EFL Championship (ENG 2),Watford,England,ST,600 ,76,393,1928,88,90,183,55,79,67,71,37,3,2,Non-Rare
Ciaran Clark,Premier League,Newcastle Utd,Republic of Ireland,CB,500 ,76,364,1764,9,88,185,51,53,53,55,78,2,2,Non-Rare
Marc Albrighton,Premier League,Leicester City,England,RM,500 ,76,414,2003,16,74,175,68,68,76,76,59,3,3,Non-Rare
Mamadou Sakho,Premier League,Crystal Palace,France,CB,550 ,76,360,1693,33,83,187,50,33,65,56,76,2,2,Non-Rare
Orestis Karnezis,Ligue 1 Conforama,LOSC,Greece,GK,450 ,76,415,907,7,81,190,76,75,71,77,40,3,1,Non-Rare
Nils Petersen,Bundesliga,SC Freiburg,Germany,ST,500 ,76,376,1839,27,82,188,54,79,59,66,45,4,3,Non-Rare
Nicolás Gaitán,Liga NOS (POR 1),SC Braga,Argentina,CAM,700 ,76,401,1999,14,66,174,75,70,77,79,41,2,4,Non-Rare
Romain Thomas,Ligue 1 Conforama,Angers SCO,France,CB,550 ,76,323,1581,34,84,193,36,33,54,49,78,3,2,Non-Rare
Matteo Darmian,Serie A TIM,Parma,Italy,RB,3K ,76,411,1962,5,70,182,67,58,67,74,77,5,3,Non-Rare
Adrien Silva,Premier League,Leicester City,Portugal,CM,5K ,76,415,2058,9,69,175,53,73,77,76,69,4,3,Non-Rare
Alan Kardec,Chinese FA Super L. (CHN 1),Chongqing SWM,Brazil,ST,450 ,76,396,1884,15,72,187,75,76,64,71,34,3,3,Non-Rare
Andrea Poli,Serie A TIM,Bologna,Italy,CDM,450 ,76,426,2071,5,77,182,68,65,75,78,73,3,3,Non-Rare
Ömer Toprak,Bundesliga,Werder Bremen,Turkey,CB,800 ,76,383,1792,18,83,186,70,37,60,67,78,4,2,Non-Rare
Theodor Gebre Selassie,Bundesliga,Werder Bremen,Czech Republic,RB,450 ,76,409,1967,23,71,181,66,51,70,74,76,2,3,Non-Rare
Leroy Fer,Eredivisie (NED 1),Feyenoord,Netherlands,CDM,650 ,76,437,2055,103,79,188,67,72,71,72,72,4,3,Non-Rare
Joel Ward,Premier League,Crystal Palace,England,RB,500 ,76,395,1853,29,83,188,61,52,67,66,78,3,3,Non-Rare
Kwadwo Asamoah,Serie A TIM,Inter,Ghana,LM,4.9K ,76,443,2172,16,75,173,71,68,76,79,77,3,4,Non-Rare
Fedor Smolov,League of Russia (RUS 1),Lokomotiv Moscow,Russia,ST,700 ,76,407,1944,14,80,187,82,75,71,75,32,3,4,Non-Rare
Alan Dzagoev,League of Russia (RUS 1),CSKA Moscow,Russia,CM,500 ,76,431,2086,11,75,179,72,71,74,76,70,3,4,Non-Rare
James McCarthy,Premier League,Crystal Palace,Republic of Ireland,CDM,500 ,76,405,1971,15,72,180,57,60,74,73,75,4,3,Non-Rare
Ante Budimir,LaLiga SmartBank (ESP 2),RCD Mallorca,Croatia,ST,4.9K ,76,373,1685,10,75,190,66,76,48,71,35,4,3,Non-Rare
Ryad Boudebouz,Ligue 1 Conforama,ASSE,Algeria,CAM,450 ,76,398,1954,11,74,177,68,76,78,78,40,4,4,Non-Rare
Admir Mehmedi,Bundesliga,VfL Wolfsburg,Switzerland,CF,450 ,76,407,1961,4,78,183,69,76,71,80,44,3,3,Non-Rare
Victor Wanyama,Major League Soccer (MLS),Impact Montréal,Kenya,CDM,400 ,76,408,1975,45,87,184,51,65,66,70,77,3,2,Non-Rare
Gustavo Bou,Major League Soccer (MLS),New England,Argentina,ST,450 ,76,401,1927,25,80,178,78,76,69,77,30,4,4,Non-Rare
Daniel Carriço,Chinese FA Super L. (CHN 1),Wuhan Zall,Portugal,CB,500 ,76,370,1844,15,80,180,37,53,67,62,78,3,2,Non-Rare
Etrit Berisha,Calcio B (ITA 2),SPAL,Albania,GK,400 ,76,400,791,9,92,194,76,76,67,78,28,2,1,Non-Rare
Shinji Kagawa,LaLiga SmartBank (ESP 2),R. Zaragoza,Japan,CAM,2.5K ,76,372,1871,73,68,175,60,64,75,80,52,4,4,Non-Rare
Jack Wilshere,Premier League,West Ham,England,CM,10.75K ,76,413,2045,14,68,172,63,67,79,80,63,2,3,Non-Rare
Kiko Femenía,EFL Championship (ENG 2),Watford,Spain,RB,1K ,76,418,1990,17,61,174,75,57,71,76,71,3,3,Non-Rare
Łukasz Skorupski,Serie A TIM,Bologna,Poland,GK,450 ,76,416,868,9,84,187,80,75,54,81,51,2,1,Non-Rare
Karl-Johan Johnsson,3F Superliga (DEN 1),FC København,Sweden,GK,450 ,76,425,979,50,84,189,75,73,73,77,50,2,1,Non-Rare
Christian Kabasele,EFL Championship (ENG 2),Watford,Belgium,CB,1K ,76,383,1771,10,84,188,68,50,51,62,76,3,2,Non-Rare
Teemu Pukki,EFL Championship (ENG 2),Norwich,Finland,ST,700 ,76,386,1822,165,80,180,76,75,58,75,33,3,3,Non-Rare
Damien Le Tallec,Ligue 1 Conforama,Montpellier,France,CDM,450 ,76,416,1982,27,80,187,61,62,69,70,77,4,2,Non-Rare
Sebastián Blanco,Major League Soccer (MLS),Portland Timbers,Argentina,LM,450 ,76,404,1956,10,68,168,76,75,73,77,33,5,3,Non-Rare
Jeroen Zoet,Eredivisie (NED 1),PSV,Netherlands,GK,0 ,76,431,982,4,88,189,76,74,76,78,51,4,1,Non-Rare
Omar Elabdellaoui,Süper Lig (TUR 1),Galatasaray,Norway,RB,450 ,76,426,2015,75,74,177,83,55,71,75,69,3,3,Non-Rare
Leandro Chichizola,LaLiga Santander,Getafe CF,Argentina,GK,1.4K ,76,423,859,12,80,185,76,75,69,78,51,3,1,Non-Rare
Shin Wook Kim,Chinese FA Super L. (CHN 1),Shanghai Shenhua,Korea Republic,ST,450 ,76,394,1896,17,93,196,63,76,62,68,41,4,3,Non-Rare
Daniel Ginczek,Bundesliga,VfL Wolfsburg,Germany,ST,450 ,76,379,1772,-4,85,190,69,77,51,67,38,4,3,Non-Rare
Marvin Plattenhardt,Bundesliga,Hertha Berlin,Germany,LB,700 ,76,417,2039,40,78,181,66,56,76,73,73,2,3,Rare
Fabian Klos,Bundesliga,Bielefeld,Germany,ST,450 ,76,388,1827,57,93,194,64,76,63,64,40,4,2,Non-Rare
Romain Hamouma,Ligue 1 Conforama,ASSE,France,RM,500 ,76,400,1944,6,76,178,69,73,76,78,42,4,3,Non-Rare
Maxime Gonalons,LaLiga Santander,Granada CF,France,CDM,500 ,76,399,1960,6,76,187,53,61,70,68,75,4,3,Non-Rare
Davy Pröpper,Premier League,Brighton,Netherlands,CM,550 ,76,425,2082,9,79,185,60,70,76,78,66,3,4,Non-Rare
Martin Braithwaite,LaLiga Santander,FC Barcelona,Denmark,ST,750 ,76,411,1978,261,73,177,80,75,70,77,35,4,4,Rare
Wahbi Khazri,Ligue 1 Conforama,ASSE,Tunisia,ST,450 ,76,414,1989,13,76,182,71,79,76,79,42,4,4,Non-Rare
Adrián San Miguel Castillo,Premier League,Liverpool,Spain,GK,550 ,76,416,940,-158,80,190,79,72,68,80,45,2,1,Non-Rare
Tom Cairney,Premier League,Fulham,Scotland,CAM,500 ,76,413,1992,22,84,186,63,72,77,77,60,2,4,Non-Rare
Alfreð Finnbogason,Bundesliga,FC Augsburg,Iceland,ST,450 ,76,378,1848,19,80,184,61,81,62,74,33,4,3,Non-Rare
Joel Robles,LaLiga Santander,Real Betis,Spain,GK,500 ,76,428,853,3,90,195,78,73,72,80,52,2,1,Non-Rare
Dorlan Pabón,LIGA BBVA MX (MEX 1),Rayados,Colombia,RM,500 ,76,418,2015,10,74,174,84,77,73,75,38,4,3,Non-Rare
Héldon,MBS Pro League (SAU 1),Al Taawoun,Cape Verde Islands,LM,5.9K ,76,393,1882,3,67,174,85,71,70,78,29,3,4,Non-Rare
Anselmo,MBS Pro League (SAU 1),Al Wehda,Brazil,CDM,500 ,76,424,1981,21,82,185,67,66,67,70,73,2,3,Non-Rare
Tomás Pina,LaLiga Santander,D. Alavés,Spain,CM,550 ,76,403,1954,6,78,184,47,66,72,73,73,3,3,Non-Rare
Óscar Murillo,LIGA BBVA MX (MEX 1),Pachuca,Colombia,CB,450 ,76,370,1661,11,83,184,67,39,56,53,77,4,2,Non-Rare
Nolito,LaLiga Santander,RC Celta,Spain,LW,450 ,76,401,1959,16,65,175,66,75,75,77,45,3,4,Non-Rare
Dennis Praet,Premier League,Leicester City,Belgium,CM,500 ,76,418,2020,19,78,181,68,70,77,78,61,4,4,Non-Rare
Wilson Eduardo,United Emirates L. (UAE 1),Al Ain FC,Angola,RM,450 ,76,405,1965,12,74,179,78,79,73,77,31,3,4,Non-Rare
Erik Sviatchenko,3F Superliga (DEN 1),FC Midtjylland,Denmark,CB,450 ,76,388,1849,12,82,184,60,51,61,60,75,3,2,Non-Rare
Pedro Obiang,Serie A TIM,Sassuolo,Equatorial Guinea,CDM,450 ,76,410,1984,5,75,185,57,59,74,73,75,3,3,Non-Rare
Mark Uth,Bundesliga,FC Schalke 04,Germany,CAM,700 ,76,405,1960,72,72,185,72,78,71,76,40,2,3,Non-Rare
Adama Soumaoro,Ligue 1 Conforama,LOSC,France,CB,2.2K ,76,362,1693,25,91,187,58,37,55,55,76,3,2,Non-Rare
James Forrest,Scottish Premiership (SPFL),Celtic,Scotland,RM,500 ,76,418,1962,26,77,175,89,72,68,79,48,3,4,Non-Rare
Cédric,Premier League,Arsenal,Portugal,RB,700 ,76,425,2051,25,67,172,76,65,70,75,72,4,3,Non-Rare
Milan Badelj,Serie A TIM,Lazio,Croatia,CDM,0 ,76,405,1978,1,80,186,52,63,75,72,74,4,3,Non-Rare
Frederik Rønnow,Bundesliga,Frankfurt,Denmark,GK,3.5K ,76,417,791,10,77,190,77,72,67,78,47,2,1,Non-Rare
Rasmus Falk,3F Superliga (DEN 1),FC København,Denmark,CM,700 ,76,439,2068,40,65,177,85,63,72,81,63,4,4,Rare
David López,LaLiga SmartBank (ESP 2),RCD Espanyol,Spain,CDM,450 ,76,399,1885,6,81,183,54,60,67,66,77,3,2,Non-Rare
Nicola Sansone,Serie A TIM,Bologna,Italy,CAM,700 ,76,407,1980,28,63,173,78,76,72,79,44,3,3,Rare
Ermin Bicakcic,Bundesliga,TSG Hoffenheim,Bosnia and Herzegovina,CB,500 ,76,352,1660,15,85,185,62,37,49,48,77,3,2,Non-Rare
Gabriel,Calcio B (ITA 2),Lecce,Brazil,GK,600 ,76,409,876,51,90,193,78,73,68,79,36,2,1,Non-Rare
Cristiano Piccini,LaLiga Santander,Valencia CF,Italy,RB,0 ,76,404,1872,2,77,183,76,42,64,71,75,2,3,Non-Rare
Alfred Gomis,Ligue 1 Conforama,Dijon FCO,Senegal,GK,4.4K ,76,416,927,5,80,196,77,77,70,75,42,3,1,Non-Rare
Jeffrey Gouweleeuw,Bundesliga,FC Augsburg,Netherlands,CB,500 ,76,413,1931,30,78,188,71,58,66,64,79,3,2,Non-Rare
Stuart Armstrong,Premier League,Southampton,Scotland,RM,500 ,76,435,2079,17,75,183,73,76,74,75,65,4,3,Non-Rare
Gregoire Defrel,Serie A TIM,Sassuolo,France,ST,500 ,76,395,1881,13,77,179,82,77,68,81,36,3,4,Non-Rare
Robin Knoche,Bundesliga,Union Berlin,Germany,CB,550 ,76,344,1628,73,77,190,51,41,50,50,80,4,2,Non-Rare
Mohamed Elyounoussi,Scottish Premiership (SPFL),Celtic,Norway,LM,450 ,76,423,2022,30,70,178,77,73,73,79,53,4,4,Non-Rare
Lucas Andersen,3F Superliga (DEN 1),Aalborg BK,Denmark,LW,450 ,76,397,1879,20,73,185,81,71,73,78,36,3,4,Non-Rare
John Brooks,Bundesliga,VfL Wolfsburg,United States,CB,650 ,76,385,1741,16,78,193,72,39,58,64,77,3,2,Non-Rare
Santiago García,Primera División (ARG 1),Godoy Cruz,Uruguay,ST,600 ,76,388,1892,3145,80,181,66,79,63,72,27,4,3,Non-Rare
Raúl Ruidíaz,Major League Soccer (MLS),Seattle Sounders,Peru,ST,700 ,76,399,1933,60,66,169,84,78,66,77,32,4,4,Rare
Mauricio Pereyra,Major League Soccer (MLS),Orlando City,Uruguay,CM,450 ,76,415,2024,18,63,170,72,71,77,78,54,2,4,Non-Rare
Renato Ibarra,LIGA BBVA MX (MEX 1),Atlas,Ecuador,RM,450 ,76,431,1971,11,69,175,92,65,70,76,53,3,3,Non-Rare
Toño García,LaLiga Santander,Levante UD,Spain,LB,500 ,76,430,2051,-1,69,179,80,64,74,77,68,3,3,Non-Rare
Ryan Fredericks,Premier League,West Ham,England,RB,750 ,76,421,1931,265,74,181,92,51,66,73,70,3,3,Rare
Soualiho Meïté,Serie A TIM,Torino,France,CM,1.1K ,76,424,2001,42,80,187,64,59,73,77,72,3,3,Non-Rare
Jean-Paul Boëtius,Bundesliga,1. FSV Mainz 05,Netherlands,CAM,700 ,76,411,1957,52,73,178,81,70,73,80,43,4,4,Rare
Niclas Füllkrug,Bundesliga,Werder Bremen,Germany,ST,600 ,76,384,1844,12,83,189,64,77,62,70,38,4,3,Non-Rare
Marko Livaja,Hellas Liga (GRE 1),AEK Athens,Croatia,ST,450 ,76,395,1850,19,84,182,74,73,63,76,32,5,3,Non-Rare
Yvon Mvogo,Eredivisie (NED 1),PSV,Switzerland,GK,450 ,76,418,930,7,93,189,80,74,71,79,42,3,1,Non-Rare
Will Hughes,EFL Championship (ENG 2),Watford,England,CM,500 ,76,414,1993,14,73,185,64,64,77,77,68,3,4,Non-Rare
Mitchell Weiser,Bundesliga,Leverkusen,Germany,RB,700 ,76,431,2056,25,71,177,73,62,74,82,72,4,4,Rare
Jordan Lukaku,Serie A TIM,Lazio,Belgium,LM,8.8K ,76,446,2047,18,86,177,91,61,70,79,71,3,3,Non-Rare
Sebastian Andersson,Bundesliga,Union Berlin,Sweden,ST,0 ,76,370,1740,1,86,190,63,76,54,69,31,2,2,Non-Rare
Marçal,Premier League,Wolves,Brazil,LB,550 ,76,421,1984,27,74,178,75,56,70,71,75,3,3,Non-Rare
Tobias Strobl,Bundesliga,FC Augsburg,Germany,CDM,500 ,76,380,1816,12,87,188,53,49,65,58,78,3,2,Non-Rare
Bertrand Traoré,Ligue 1 Conforama,OL,Burkina Faso,RW,0 ,76,418,1988,18,73,181,82,71,71,81,47,1,4,Non-Rare
Berat Djimsiti,Serie A TIM,Atalanta,Albania,CB,500 ,76,344,1651,9,83,190,40,39,59,50,79,3,2,Non-Rare
Robin Quaison,Bundesliga,1. FSV Mainz 05,Sweden,ST,450 ,76,412,1963,8,77,183,75,77,68,79,44,3,3,Non-Rare
Óscar Plano,LaLiga Santander,R. Valladolid CF,Spain,RM,450 ,76,426,2011,-2,72,180,85,70,74,75,54,4,3,Non-Rare
Gaëtan Laborde,Ligue 1 Conforama,Montpellier,France,ST,450 ,76,401,1914,10,78,181,70,75,69,74,34,3,3,Non-Rare
Eugenio Mena,CONMEBOL Libertadores,Racing Club,Chile,LB,700 ,76,413,1933,6,74,173,78,48,69,73,72,3,3,Libertadores
Yassine Bounou,LaLiga Santander,Sevilla FC,Morocco,GK,850 ,76,412,892,54,78,192,75,76,74,76,36,2,1,Non-Rare
Tomasz Kędziora,Ukrayina Liha (UKR 1),Dynamo Kyiv,Poland,RB,500 ,76,400,1862,18,77,183,77,45,66,64,74,3,2,Non-Rare
Garry Mendes Rodrigues,Süper Lig (TUR 1),Fenerbahçe,Cape Verde Islands,LM,4.9K ,76,414,1982,-4,70,173,83,71,71,76,43,3,3,Non-Rare
Paulo Oliveira,LaLiga Santander,SD Eibar,Portugal,CB,500 ,76,360,1658,14,82,187,61,35,51,61,77,2,2,Non-Rare
Rodolfo Pizarro,Major League Soccer (MLS),Inter Miami CF,Mexico,CAM,700 ,76,443,2072,46,71,175,81,70,74,79,65,4,3,Rare
John McGinn,Premier League,Aston Villa,Scotland,CM,550 ,76,440,2083,67,68,178,70,71,72,77,71,4,3,Non-Rare
Carles Gil,Major League Soccer (MLS),New England,Spain,RM,450 ,76,388,1884,15,66,170,65,69,78,77,39,4,4,Non-Rare
Manquillo,Premier League,Newcastle Utd,Spain,RWB,500 ,76,392,1863,9,76,178,73,44,63,72,74,3,3,Non-Rare
Rubén Blanco,LaLiga Santander,RC Celta,Spain,GK,450 ,76,430,902,21,70,188,79,75,73,74,53,3,1,Non-Rare
Bruma,Eredivisie (NED 1),PSV,Portugal,LM,13.75K ,76,403,1919,19,70,173,89,69,70,82,32,4,4,Rare
Ibrahim Amadou,LaLiga Santander,Sevilla FC,France,CDM,9K ,76,410,1926,2,81,183,66,55,65,71,74,3,3,Non-Rare
Darko Lazović,Serie A TIM,Hellas Verona,Serbia,LM,450 ,76,420,1978,22,66,181,85,69,72,77,61,4,3,Non-Rare
Max Meyer,Premier League,Crystal Palace,Germany,LM,1.5K ,76,414,2023,32,68,173,67,62,77,80,64,4,4,Non-Rare
Brandon Mechele,1A Pro League (BEL 1),Club Brugge,Belgium,CB,900 ,76,360,1649,3,79,190,62,35,47,58,81,4,2,Non-Rare
Diego Llorente,LaLiga Santander,Real Sociedad,Spain,CB,9.6K ,76,390,1801,15,76,186,71,40,62,67,74,3,2,Non-Rare
Santi Mina,LaLiga Santander,RC Celta,Spain,ST,450 ,76,419,2007,17,77,181,76,74,69,76,53,3,3,Non-Rare
Ludwig Augustinsson,Bundesliga,Werder Bremen,Sweden,LB,450 ,76,419,2030,26,72,181,68,60,75,74,71,2,3,Non-Rare
Niklas Stark,Bundesliga,Hertha Berlin,Germany,CB,750 ,76,413,1883,61,88,190,75,53,64,69,77,3,2,Rare
Frank Acheampong,Chinese FA Super L. (CHN 1),Tianjin TEDA,Ghana,ST,700 ,76,445,2060,855,65,168,94,76,69,81,49,3,4,Rare
Mohamed Elneny,Premier League,Arsenal,Egypt,CDM,700 ,76,407,1961,73,74,181,55,63,72,70,73,3,3,Non-Rare
Aderllan de Jesus Santos,Liga NOS (POR 1),Rio Ave FC,Brazil,CB,500 ,76,369,1737,7,84,192,61,50,49,53,78,2,2,Non-Rare
Flavien Tait,Ligue 1 Conforama,Rennes,France,LM,450 ,76,389,1862,11,70,175,73,70,74,78,33,3,3,Non-Rare
Erick Pulgar,Serie A TIM,Fiorentina,Chile,CDM,450 ,76,420,2063,10,74,187,61,61,75,74,73,3,3,Non-Rare
Alexandr Selikhov,League of Russia (RUS 1),Spartak Moscow,Russia,GK,400 ,76,420,911,13,85,190,76,79,76,75,39,4,1,Non-Rare
Federico Di Francesco,Calcio B (ITA 2),SPAL,Italy,LW,450 ,76,400,1895,12,75,171,79,67,73,81,40,4,4,Non-Rare
Éder Balanta,1A Pro League (BEL 1),Club Brugge,Colombia,CDM,550 ,76,401,1854,17,84,181,67,41,63,71,75,2,2,Non-Rare
Cuéllar,MBS Pro League (SAU 1),Al Hilal,Colombia,CDM,450 ,76,411,1934,20,76,176,71,52,67,69,74,3,3,Non-Rare
Luis Quiñones,LIGA BBVA MX (MEX 1),Tigres,Colombia,RM,450 ,76,404,1871,15,65,178,91,69,69,77,35,3,3,Non-Rare
Stiven Mendoza,Ligue 2 (FRA 2),Amiens SC,Colombia,LM,700 ,76,402,1881,29,70,171,90,72,66,80,29,3,3,Rare
Óscar Opazo,CONMEBOL Libertadores,Colo-Colo,Chile,RB,700 ,76,439,2032,23,72,169,90,66,68,73,67,5,3,Libertadores
Lisandro López,CONMEBOL Libertadores,Boca Juniors,Argentina,CB,700 ,76,375,1749,18,80,188,62,51,50,61,77,2,2,Libertadores
Leonardo Sigali,CONMEBOL Libertadores,Racing Club,Argentina,CB,700 ,76,361,1670,12,74,181,66,41,44,59,78,3,2,Libertadores
Lucas Zelarayán,Major League Soccer (MLS),Columbus Crew SC,Argentina,CAM,500 ,76,404,1962,30,73,172,74,71,76,76,45,3,3,Non-Rare
Jason,LaLiga Santander,Valencia CF,Spain,RM,500 ,76,416,1982,8,65,178,78,74,72,77,49,4,3,Non-Rare
Kenedy,LaLiga Santander,Granada CF,Brazil,LM,450 ,76,415,1968,4,77,182,76,67,72,79,57,2,4,Non-Rare
Andrea Petagna,Serie A TIM,Napoli,Italy,ST,500 ,76,401,1880,22,85,190,61,75,68,76,40,3,3,Non-Rare
Keita Baldé,Ligue 1 Conforama,AS Monaco,Senegal,ST,7.4K ,76,415,1937,172,80,181,91,74,71,79,30,4,4,Rare
Nery Domínguez,CONMEBOL Libertadores,Racing Club,Argentina,CB,700 ,76,416,1978,4,71,183,55,64,74,70,78,3,3,Libertadores
Marco Sportiello,Serie A TIM,Atalanta,Italy,GK,450 ,76,416,950,7,87,192,76,74,68,78,44,2,1,Non-Rare
Silvan Widmer,Raiffeisen Super L. (SUI 1),FC Basel 1893,Switzerland,RB,450 ,76,436,2037,13,79,183,80,63,70,74,72,4,3,Non-Rare
Seko Fofana,Ligue 1 Conforama,RC Lens,Côte d'Ivoire,CM,700 ,76,439,2028,56,77,184,76,71,70,76,70,4,3,Rare
Arijan Ademi,Liga Hrvatska (CRO 1),Dinamo Zagreb,FYR Macedonia,CDM,450 ,76,417,1918,25,79,185,63,64,65,69,74,3,3,Non-Rare
Giovanni Simeone,Serie A TIM,Cagliari,Argentina,ST,450 ,76,396,1908,25,81,181,76,75,59,76,39,3,3,Non-Rare
José Luis Palomino,Serie A TIM,Atalanta,Argentina,CB,500 ,76,354,1637,5,87,188,49,32,55,59,78,3,2,Non-Rare
Giovanni Di Lorenzo,Serie A TIM,Napoli,Italy,RB,500 ,76,433,2074,29,83,183,70,69,71,74,75,3,3,Non-Rare
Mbwana Ally Samatta,Premier League,Aston Villa,Tanzania,ST,10K ,76,399,1903,32,80,183,80,76,66,72,32,4,3,Non-Rare
Khama Billiat,South African FL (RSA 1),Kaizer Chiefs,Zimbabwe,RW,700 ,76,422,1994,44,60,170,86,76,70,79,47,4,4,Rare
Matt Targett,Premier League,Aston Villa,England,LB,500 ,76,399,1893,8,70,183,72,46,70,70,73,2,3,Non-Rare
Ludovic Ajorque,Ligue 1 Conforama,Strasbourg,France,ST,450 ,76,370,1727,-3,82,197,63,76,58,68,26,2,3,Non-Rare
Sean Klaiber,Eredivisie (NED 1),FC Utrecht,Netherlands,RB,2.9K ,76,436,2043,13,76,184,81,65,70,67,71,2,3,Non-Rare
Luca Waldschmidt,Liga NOS (POR 1),SL Benfica,Germany,CF,550 ,76,388,1883,46,74,181,74,79,69,75,29,3,3,Non-Rare
David Brooks,EFL Championship (ENG 2),AFC Bournemouth,Wales,RM,450 ,76,408,1958,22,62,183,73,70,74,79,48,4,4,Non-Rare
Óscar Romero,Primera División (ARG 1),San Lorenzo,Paraguay,RM,450 ,76,397,1902,21,74,176,75,73,75,78,35,4,4,Non-Rare
Carlos Fernández,LaLiga Santander,Sevilla FC,Spain,ST,2.2K ,76,384,1792,23,72,186,69,78,63,76,27,3,3,Non-Rare
Mislav Oršić,Liga Hrvatska (CRO 1),Dinamo Zagreb,Croatia,LM,500 ,76,435,2076,118,69,179,90,79,70,77,58,4,3,Non-Rare
Tim Leibold,Bundesliga 2 (GER 2),Hamburger SV,Germany,LB,450 ,76,429,2051,46,72,174,81,58,74,75,70,3,3,Non-Rare
Raúl,Liga NOS (POR 1),SC Braga,Brazil,CB,700 ,76,378,1814,21,80,187,53,54,58,56,77,3,2,Non-Rare
Ollie Watkins,Premier League,Aston Villa,England,ST,700 ,76,410,1926,432,70,180,83,73,68,73,46,4,3,Rare
Youssouf Koné,Ligue 1 Conforama,OL,Mali,LB,13.75K ,76,414,1899,34,71,174,85,47,64,73,70,3,2,Non-Rare
Anton Miranchuk,League of Russia (RUS 1),Lokomotiv Moscow,Russia,CAM,500 ,76,390,1852,8,72,183,76,73,74,77,28,3,3,Non-Rare
Vedat Muriqi,Süper Lig (TUR 1),Fenerbahçe,Kosovo,ST,0 ,76,369,1704,23,86,194,60,76,55,68,28,3,3,Non-Rare
Sergio Herrera,LaLiga Santander,CA Osasuna,Spain,GK,450 ,76,422,904,14,82,192,77,76,73,76,47,3,1,Non-Rare
Dyego Sousa,Liga NOS (POR 1),SL Benfica,Portugal,ST,9.7K ,76,379,1834,-2,82,190,57,77,61,73,30,3,3,Non-Rare
Joachim Andersen,Ligue 1 Conforama,OL,Denmark,CB,9K ,76,379,1774,-3,90,192,58,47,63,57,77,3,2,Non-Rare
Jonjoe Kenny,Premier League,Everton,England,RB,1.5K ,76,402,1938,31,67,176,71,49,67,71,74,3,3,Non-Rare
Yeimar Gómez Andrade,Major League Soccer (MLS),Seattle Sounders,Colombia,CB,450 ,76,361,1606,17,92,187,62,33,47,58,75,3,2,Non-Rare
Emmanuel Boateng,Chinese FA Super L. (CHN 1),Dalian Pro,Ghana,ST,700 ,76,414,1936,98,69,175,91,74,58,75,40,4,4,Rare
Vallejo,LaLiga Santander,Granada CF,Spain,CB,600 ,76,374,1732,22,79,184,70,41,53,64,77,3,2,Non-Rare
